open,high,low,close,volume,tradingDate
1534.17,1537.59,1513.98,1531.76,1093026800,2021-11-01
1535.12,1542.75,1503.77,1527.94,1044966500,2021-11-08
1534.16,1534.44,1486.59,1500.05,1192106700,2021-11-15
1503.19,1587.0,1500.05,1566.55,1361805100,2021-11-22
1541.22,1568.09,1503.98,1503.98,1101636400,2021-11-29
1507.45,1533.23,1464.91,1519.46,921805400,2021-12-06
1523.74,1529.93,1501.41,1513.56,895494300,2021-12-13
1519.69,1521.62,1470.94,1506.67,1015554600,2021-12-20
1515.24,1537.32,1500.31,1535.71,807873000,2021-12-27
1536.45,1562.93,1532.24,1532.24,862298700,2022-01-04
1531.13,1548.49,1484.93,1523.57,1113916800,2022-01-10
1523.17,1529.28,1464.41,1502.16,1029120300,2022-01-17
1496.36,1535.57,1465.76,1532.24,1025042400,2022-01-24
1548.38,1570.32,1536.02,1545.92,1025055600,2022-02-07
1530.5,1540.51,1505.07,1531.47,858746200,2022-02-14
1530.65,1547.19,1503.22,1526.5,1018367600,2022-02-21
1525.58,1533.32,1495.16,1525.34,1136204400,2022-02-28
1514.76,1518.32,1469.22,1477.14,961936500,2022-03-07
1471.44,1482.96,1454.34,1476.94,678258500,2022-03-14
1480.29,1519.58,1480.29,1498.36,637341700,2022-03-21
1493.12,1542.47,1477.72,1542.47,768772300,2022-03-28
1558.21,1566.09,1524.31,1524.31,841910100,2022-04-04
1530.3,1534.28,1491.26,1493.74,595028200,2022-04-12
1493.17,1493.24,1419.05,1444.32,816472900,2022-04-18
1444.79,1445.62,1318.5,1417.31,710021800,2022-04-25
1415.43,1415.45,1371.0,1373.21,365908800,2022-05-04
1358.56,1360.64,1219.52,1223.76,851405000,2022-05-09
1254.88,1298.69,1203.51,1282.51,737727900,2022-05-16
1287.49,1336.99,1242.36,1335.68,722189900,2022-05-23
1337.39,1342.87,1313.4,1327.4,604188700,2022-05-30
1328.73,1348.4,1297.98,1325.69,707983700,2022-06-06
1295.26,1300.45,1229.74,1258.03,856571300,2022-06-13
1258.3,1262.83,1212.69,1235.47,679942100,2022-06-20
1238.23,1276.23,1225.64,1252.24,612368900,2022-06-27
1256.2,1260.72,1209.97,1231.54,620676400,2022-07-04
1224.2,1228.48,1200.15,1220.14,591281400,2022-07-11
1225.4,1241.65,1204.61,1228.84,561866300,2022-07-18
1228.11,1243.17,1211.42,1232.0,605719600,2022-07-25
1233.85,1281.46,1233.64,1272.06,869130700,2022-08-01
1270.27,1289.29,1267.04,1280.96,710002100,2022-08-08
1287.13,1311.73,1285.02,1294.93,767200000,2022-08-15
1294.78,1320.16,1275.57,1306.81,653384300,2022-08-22
1296.03,1307.12,1275.4,1301.44,390746800,2022-08-29
1300.5,1305.9,1259.35,1275.64,705151900,2022-09-05
1281.62,1285.17,1248.13,1252.78,593157736,2022-09-12
1251.43,1253.45,1210.65,1215.41,510574500,2022-09-19
1199.39,1201.89,1128.57,1152.01,591903915,2022-09-26
1141.87,1144.95,1027.64,1039.54,811271488,2022-10-03
1025.48,1070.3,987.27,1061.39,795582642,2022-10-10
1051.23,1068.9,1002.09,1010.57,639869649,2022-10-17
1011.54,1046.04,950.19,1029.49,730320154,2022-10-24
1027.57,1049.77,971.72,997.92,977868282,2022-10-31
992.4,999.43,925.02,948.86,997726677,2022-11-07
945.97,977.19,863.31,971.2,1129145201,2022-11-14
970.64,985.18,925.55,967.49,962854248,2022-11-21
974.42,1092.99,974.23,1092.99,1795310688,2022-11-28
1094.39,1120.56,1037.15,1065.08,1564675709,2022-12-05
1071.27,1077.27,1028.37,1064.07,1152902754,2022-12-12
1063.72,1081.55,1011.9,1034.13,1073341906,2022-12-19
1032.42,1033.17,985.67,1005.19,668997000,2022-12-26
1010.52,1075.33,1010.03,1057.4,689001259,2023-01-03
1065.24,1077.45,1052.09,1069.86,677683713,2023-01-09
1072.44,1126.12,1066.78,1121.92,686555243,2023-01-16
1128.45,1142.08,1125.12,1130.65,166064105,2023-01-27
1132.45,1132.97,1081.05,1085.7,1031184606,2023-01-30
1078.72,1096.93,1048.13,1048.74,743111087,2023-02-06
1044.49,1057.59,1024.98,1053.72,691688221,2023-02-13
1052.38,1096.35,1026.92,1030.42,806282631,2023-02-20
1028.67,1037.73,1001.05,1013.35,518621574,2023-02-27
1022.57,1056.56,1014.26,1047.2,716007603,2023-03-06
1042.6,1064.65,1032.51,1047.71,882770922,2023-03-13
1041.86,1056.67,1016.77,1051.42,692778310,2023-03-20
1052.68,1078.15,1046.8,1073.68,858120617,2023-03-27
1080.9,1093.99,1071.6,1078.88,979110896,2023-04-03
1082.62,1087.6,1063.43,1063.43,899279883,2023-04-10
1063.18,1068.54,1045.78,1046.18,590721269,2023-04-17
1049.24,1054.0,1029.94,1051.43,596702527,2023-04-24
1046.32,1047.93,1035.07,1038.46,218599675,2023-05-04
1041.07,1066.44,1041.04,1066.44,674196089,2023-05-08
1067.26,1080.72,1060.72,1068.84,745539103,2023-05-15
1070.37,1076.89,1057.35,1060.81,716742921,2023-05-22
1063.62,1089.22,1060.29,1086.96,923291232,2023-05-29
1097.53,1110.87,1089.37,1100.85,1158864115,2023-06-05
1104.08,1125.62,1092.3,1109.06,1141935654,2023-06-12
1110.01,1127.29,1095.38,1126.76,956445124,2023-06-19
1130.04,1143.53,1118.53,1123.13,1044424342,2023-06-26
1127.12,1134.68,1115.91,1129.43,904318536,2023-07-03
1134.97,1162.16,1132.73,1160.59,1179236627,2023-07-10
1164.52,1186.6,1159.05,1186.6,1121579746,2023-07-17
1191.3,1212.45,1182.45,1212.45,1281559220,2023-07-24
1224.47,1240.99,1207.43,1231.42,1427997457,2023-07-31
1230.38,1254.21,1221.03,1240.77,1205410105,2023-08-07
1245.06,1259.5,1187.03,1190.1,1368491334,2023-08-14
1190.69,1207.84,1158.6,1193.93,1127555389,2023-08-21
1200.26,1235.71,1199.02,1234.53,804635406,2023-08-28
1241.49,1268.05,1238.44,1249.14,1006876931,2023-09-05
1251.38,1260.37,1227.32,1238.81,1399472482,2023-09-11
1235.2,1237.21,1180.11,1197.69,1246834344,2023-09-18
1195.36,1199.65,1141.09,1166.26,1036096128,2023-09-25
1166.64,1173.06,1118.74,1139.78,808514909,2023-10-02
1139.07,1172.14,1135.67,1166.66,708284831,2023-10-09
1165.75,1168.02,1094.78,1123.69,870975990,2023-10-16
1122.73,1124.85,1050.32,1067.57,829946567,2023-10-23
1063.14,1095.71,1034.04,1086.19,888864831,2023-10-30
1094.14,1137.05,1086.85,1109.05,975479766,2023-11-06
1109.14,1144.88,1096.44,1103.53,1081383471,2023-11-13
1091.66,1114.87,1068.59,1087.34,811922403,2023-11-20
1086.89,1097.42,1068.24,1090.39,647226562,2023-11-27
1094.42,1118.81,1093.85,1114.89,1084293604,2023-12-04
1118.79,1124.71,1097.4,1097.4,818592946,2023-12-11
1098.77,1099.53,1076.36,1097.45,661610995,2023-12-18
1099.72,1136.02,1099.44,1131.46,763960136,2023-12-25
1137.11,1167.27,1126.57,1161.14,1015605522,2024-01-02
1164.43,1172.49,1149.61,1163.66,1436531458,2024-01-08
1168.07,1185.23,1155.25,1185.23,1017386680,2024-01-15
1189.98,1193.19,1174.11,1182.82,963845123,2024-01-22
1184.54,1185.62,1163.51,1174.76,1072090818,2024-01-29
1176.74,1214.54,1176.3,1212.7,653196489,2024-02-05
1213.84,1226.09,1213.84,1224.54,497506350,2024-02-15
1228.71,1256.11,1222.94,1223.09,1583915853,2024-02-19
1223.83,1276.9,1220.3,1267.07,1478262809,2024-02-26
1271.05,1288.06,1250.2,1250.2,1503082849,2024-03-04
1250.08,1277.29,1232.4,1256.42,1264865624,2024-03-11
1256.37,1295.79,1215.67,1284.14,1519536961,2024-03-18
1283.64,1306.42,1266.79,1296.9,1160354200,2024-03-25
1293.36,1298.59,1251.84,1257.78,1368912836,2024-04-01
1257.23,1285.3,1248.24,1284.74,1009923157,2024-04-08
1283.98,1287.46,1186.51,1194.03,1350586953,2024-04-15
1204.41,1245.52,1191.61,1240.5,1004599958,2024-04-22
1244.15,1259.83,1239.02,1255.62,376900116,2024-05-02
1262.41,1289.92,1256.67,1277.47,988925222,2024-05-06
1280.1,1312.95,1266.27,1310.15,1142873022,2024-05-13
1317.61,1322.13,1272.98,1283.46,1438046734,2024-05-20
1286.97,1302.56,1263.44,1275.97,1103349401,2024-05-27
1285.07,1314.56,1284.95,1308.03,1194675924,2024-06-03
1314.28,1339.17,1301.43,1316.46,1468258566,2024-06-10
1317.64,1326.88,1300.67,1319.93,1285264045,2024-06-17
1317.31,1319.51,1272.27,1278.32,1178251104,2024-06-24
1278.22,1316.7,1271.2,1316.18,905791661,2024-07-01
1317.01,1324.91,1298.45,1301.81,1034273340,2024-07-08
1301.83,1324.55,1290.05,1302.32,1354894849,2024-07-15
1299.69,1305.96,1262.77,1281.84,1081433558,2024-07-22
1287.85,1303.86,1253.68,1281.01,1088344632,2024-07-29
1262.68,1265.94,1226.37,1264.84,1207039069,2024-08-05
1267.05,1291.89,1259.6,1291.68,903542479,2024-08-12
1296.6,1323.9,1294.21,1321.15,1080478709,2024-08-19
1323.26,1333.56,1315.97,1331.52,1001458918,2024-08-26
1319.88,1322.56,1304.78,1315.39,604123671,2024-09-04
1310.11,1312.49,1285.66,1294.3,781126710,2024-09-09
1292.54,1336.79,1281.16,1326.0,1092086411,2024-09-16
1329.93,1361.2,1318.29,1352.57,1568843389,2024-09-23
1351.21,1371.67,1336.21,1336.21,1531822252,2024-09-30
1342.85,1370.15,1328.45,1362.5,1237676541,2024-10-07
1362.84,1373.66,1346.14,1362.69,1158428406,2024-10-14
1361.28,1366.36,1322.69,1325.54,1179594754,2024-10-21
1324.7,1341.01,1322.97,1325.62,912121182,2024-10-28
1325.94,1336.29,1311.03,1317.34,858244196,2024-11-04
1317.34,1318.71,1270.44,1271.22,1124741646,2024-11-11
1270.71,1292.21,1250.67,1286.07,969207621,2024-11-18
1286.46,1311.67,1285.82,1311.26,676489235,2024-11-25
1315.77,1341.57,1295.73,1337.28,900538689,2024-12-02
1337.23,1344.37,1328.87,1331.58,815959677,2024-12-09
1331.95,1335.4,1309.17,1317.77,696109992,2024-12-16
1321.49,1350.07,1315.01,1346.84,858672347,2024-12-23
1344.92,1347.35,1337.86,1344.75,278456081,2024-12-30
1344.76,1347.14,1320.58,1320.58,304607281,2025-01-02
1320.14,1325.73,1293.23,1293.23,724859524,2025-01-06
1287.64,1313.48,1282.57,1313.48,634744399,2025-01-13
1313.26,1339.55,1309.41,1337.59,737962025,2025-01-20
1326.19,1345.26,1311.4,1340.8,890737930,2025-02-03
1336.47,1347.98,1327.15,1340.52,977911423,2025-02-10
1341.18,1355.09,1332.62,1353.73,970173415,2025-02-17
1357.3,1369.32,1351.05,1356.43,1250585747,2025-02-24
1358.21,1379.66,1350.11,1363.91,1152401144,2025-03-03
